level_0,Serial Number,Deposits 2016
1697.0,51,53809
1698.0,2316,53855
1700.0,1515,54025
1699.0,2465,54025
1701.0,2964,54040
1702.0,2120,54046
1703.0,2788,54081
1704.0,2790,54081
1705.0,3384,54081
1706.0,1150,54081
1707.0,232,54136
1708.0,2536,54136
1709.0,1960,54155
1710.0,693,54158
1711.0,752,54176
1712.0,1439,54178
1713.0,1768,54178
1714.0,2030,54208
1715.0,2063,54208
1717.0,3545,54263
1716.0,3470,54263
1719.0,3508,54443
1718.0,3488,54443
1720.0,1968,54446
1721.0,2341,54503
1722.0,2931,54661
1723.0,2169,54661
1724.0,885,54694
1725.0,2064,54694
1726.0,2991,54694
1727.0,538,54694
1728.0,3169,54911
1729.0,3360,54911
1730.0,3579,54995
1731.0,3711,54995
1732.0,772,54999
1735.0,2452,55016
1736.0,267,55016
1733.0,657,55016
1734.0,588,55016
1737.0,3076,55131
1738.0,2801,55131
1739.0,2027,55131
1740.0,1100,55131
1741.0,2679,55217
1742.0,414,55243
1743.0,2840,55260
1744.0,2538,55266
1745.0,2166,55320
1746.0,1750,55320
1747.0,1169,55452
1748.0,701,55456
1749.0,2336,55536
1750.0,2319,55536
1751.0,1867,55565
1753.0,416,55696
1754.0,884,55696
1752.0,41,55696
1755.0,178,55726
1756.0,2415,55848
1757.0,1032,55848
1758.0,892,56052
1759.0,1448,56052
1760.0,188,56052
1761.0,1954,56132
1762.0,1246,56132
1763.0,2098,56240
1764.0,2350,56261
1765.0,2314,56393
1771.0,2620,56596
1769.0,2583,56596
1770.0,1077,56596
1767.0,1092,56596
1766.0,2911,56596
1768.0,3037,56596
1772.0,1952,56606
1773.0,2264,56656
1774.0,77,56656
1775.0,2241,56656
1778.0,3421,56683
1777.0,3242,56683
1776.0,3399,56683
1779.0,2187,56737
1780.0,2332,56791
1781.0,2053,56801
1782.0,2502,56815
1783.0,3707,56933
1784.0,3671,56933
1785.0,96,56956
1786.0,2234,56956
1788.0,896,56980
1787.0,845,56980
1789.0,1163,56980
1793.0,352,57096
1792.0,1445,57096
1790.0,165,57096
1791.0,375,57096
1794.0,2714,57242
1795.0,596,57242
1796.0,2445,57245
1797.0,2586,57245
1800.0,3125,57282
1801.0,3099,57282
1798.0,3193,57282
1799.0,2076,57282
1802.0,1049,57333
1803.0,11,57362
1804.0,1875,57362
1805.0,804,57368
1806.0,2886,57418
1807.0,61,57434
1808.0,34,57476
1812.0,1128,57543
1811.0,2007,57543
1809.0,514,57543
1810.0,2614,57543
1813.0,2907,57568
1814.0,908,57595
1815.0,337,57595
1816.0,1884,57601
1817.0,244,57601
1820.0,2112,57617
1818.0,302,57617
1819.0,436,57617
1821.0,112,57617
1822.0,1028,57635
1823.0,1083,57635
1824.0,656,57662
1825.0,961,57717
1826.0,2356,57717
1827.0,2664,57732
1831.0,307,57735
1830.0,2848,57735
1829.0,1347,57735
1828.0,1141,57735
1832.0,996,57744
1833.0,1409,57745
1834.0,1666,57745
1835.0,400,57745
1836.0,1261,57745
1837.0,748,57761
1838.0,3483,57783
1839.0,957,57798
1840.0,672,57798
1846.0,2807,57819
1847.0,2654,57819
1844.0,2823,57819
1845.0,2833,57819
1842.0,2938,57819
1841.0,2653,57819
1843.0,3051,57819
1848.0,2787,57978
1849.0,2527,58017
1850.0,69,58039
1851.0,180,58039
1852.0,2139,58039
1853.0,871,58098
1854.0,3094,58134
1858.0,2192,58163
1855.0,1524,58163
1856.0,2145,58163
1857.0,1634,58163
1859.0,109,58339
1861.0,3000,58398
1860.0,2830,58398
1864.0,573,58445
1863.0,2540,58445
1862.0,576,58445
1868.0,2214,58579
1867.0,2182,58579
1865.0,2312,58579
1866.0,2181,58579
1869.0,1271,58630
1870.0,938,58630
1871.0,2246,58636
1872.0,283,58690
1873.0,145,58732
1874.0,71,58732
1875.0,2296,58854
1879.0,2896,58910
1878.0,2233,58910
1876.0,2843,58910
1877.0,2852,58910
1880.0,771,58923
1883.0,1143,58958
1881.0,1978,58958
1882.0,2448,58958
1886.0,9,59004
1884.0,1481,59004
1885.0,1265,59004
1887.0,3403,59038
1888.0,3520,59038
1889.0,3569,59038
1890.0,129,59132
1891.0,223,59132
1892.0,709,59132
1893.0,940,59132
1894.0,2293,59229
1895.0,785,59241
1899.0,2595,59317
1896.0,2469,59317
1897.0,571,59317
1898.0,2518,59317
1900.0,46,59318
1901.0,799,59350
1902.0,1148,59392
1903.0,2804,59666
1904.0,988,59861
1905.0,187,59939
1906.0,2002,59939
1907.0,68,59987
1908.0,1483,59987
1909.0,2275,59987
1910.0,201,59987
1911.0,388,59987
1912.0,368,60003
1913.0,289,60016
1914.0,1371,60016
1919.0,870,60021
1918.0,391,60021
1917.0,1091,60021
1916.0,2644,60021
1915.0,2001,60021
1920.0,2100,60034
1921.0,2137,60034
1922.0,2177,60034
1923.0,1861,60034
1924.0,2096,60047
1925.0,1663,60047
1926.0,2914,60091
1927.0,2999,60091
1928.0,3101,60129
1929.0,2579,60230
1930.0,1754,60230
1931.0,1249,60237
1932.0,2454,60312
1933.0,2671,60401
1934.0,674,60401
1935.0,3294,60536
1940.0,2191,60578
1939.0,140,60578
1936.0,2637,60578
1937.0,891,60578
1938.0,2712,60578
1941.0,608,60586
1942.0,829,60586
1943.0,2435,60587
1944.0,1436,60648
1945.0,1959,60677
1947.0,915,60726
1946.0,1769,60726
1948.0,2669,60755
1949.0,1725,61170
1950.0,506,61193
1954.0,1472,61229
1951.0,2348,61229
1952.0,953,61229
1953.0,2349,61229
1956.0,2762,61248
1955.0,3002,61248
1957.0,1372,61348
1958.0,2209,61348
1959.0,1911,61370
1960.0,2905,61424
1961.0,2571,61424
1962.0,2499,61424
1963.0,38,61435
1964.0,2662,61444
1965.0,403,61471
1966.0,2480,61471
1967.0,2626,61530
1968.0,2262,61559
1969.0,2268,61559
1970.0,2765,61675
1971.0,1990,61733
1973.0,274,61789
1972.0,1245,61789
1974.0,2315,61816
1975.0,310,61869
1976.0,2320,61869
1977.0,779,61869
1978.0,2097,61901
1979.0,2052,61939
1981.0,565,62011
1980.0,1000,62011
1982.0,714,62055
1983.0,447,62106
1984.0,1996,62152
1985.0,2908,62152
1986.0,2503,62152
1988.0,786,62164
1987.0,637,62164
1989.0,592,62164
1990.0,2786,62218
1991.0,2813,62223
1992.0,2705,62351
1993.0,1706,62351
1994.0,2785,62351
1995.0,2640,62467
1996.0,1078,62467
1997.0,533,62493
1998.0,431,62493
1999.0,539,62613
2000.0,309,62683
2001.0,270,62683
2002.0,2430,62730
2003.0,8,62774
2004.0,651,62780
2005.0,1106,62848
2006.0,1131,63021
2007.0,918,63021
2008.0,2072,63059
2009.0,2544,63089
2010.0,1473,63089
2011.0,2741,63166
2012.0,1138,63166
2013.0,2489,63166
2014.0,1244,63316
2015.0,230,63316
2016.0,2366,63316
2017.0,3489,63430
2018.0,3286,63462
2019.0,811,63543
2020.0,3385,63554
2021.0,3234,63554
2023.0,2543,63709
2024.0,164,63709
2022.0,1777,63709
2025.0,171,63807
2026.0,93,63807
2027.0,755,63807
2028.0,2373,63827
2029.0,1682,63944
2030.0,36,63944
2031.0,246,63983
2032.0,395,63986
2033.0,3212,63995
2034.0,3378,63995
2035.0,3358,64117
2036.0,3249,64117
2041.0,3194,64221
2042.0,3128,64221
2040.0,3196,64221
2043.0,3158,64221
2038.0,3111,64221
2037.0,3127,64221
2039.0,3062,64221
2052.0,839,64279
2050.0,695,64279
2049.0,2416,64279
2048.0,1031,64279
2051.0,358,64279
2046.0,998,64279
2045.0,1398,64279
2044.0,1835,64279
2047.0,632,64279
2053.0,3562,64294
2054.0,837,64455
2055.0,1958,64455
2056.0,757,64455
2057.0,2955,64455
2058.0,1591,64455
2065.0,1555,64471
2067.0,1081,64471
2066.0,844,64471
2064.0,22,64471
2059.0,2389,64471
2062.0,372,64471
2061.0,2302,64471
2060.0,863,64471
2063.0,2888,64471
2068.0,890,64510
2069.0,2817,64510
2070.0,1020,64570
2071.0,1094,64580
2072.0,3307,64682
2073.0,3412,64682
2074.0,1755,64920
2075.0,622,64993
2076.0,2464,65046
2077.0,781,65270
2078.0,2249,65270
2079.0,875,65353
2081.0,2087,65441
2080.0,877,65441
2082.0,518,65473
2083.0,73,65494
2084.0,94,65683
2085.0,2766,65709
2086.0,2960,65709
2087.0,3069,65796
2088.0,3151,65796
2089.0,2753,65946
2090.0,3303,66037
2091.0,3231,66037
2092.0,3393,66037
2093.0,648,66078
2094.0,462,66078
2095.0,1844,66107
2096.0,2609,66107
2097.0,2062,66107
2099.0,2975,66111
2098.0,2429,66111
2100.0,2409,66221
2101.0,417,66221
2102.0,1122,66221
2103.0,529,66221
2104.0,166,66221
2105.0,2468,66221
2106.0,2289,66221
2107.0,2562,66257
2110.0,1029,66315
2108.0,1404,66315
2109.0,932,66315
2114.0,2732,66336
2111.0,522,66336
2112.0,2773,66336
2113.0,567,66336
2115.0,688,66336
2116.0,3741,66538
2118.0,2564,66649
2117.0,131,66649
2119.0,1627,66846
2120.0,1664,66846
2121.0,2387,66865
2122.0,3115,66943
2123.0,2827,66978
2124.0,3498,66979
2125.0,805,67024
2126.0,888,67122
2132.0,2980,67196
2131.0,55,67196
2130.0,1988,67196
2127.0,2048,67196
2128.0,978,67196
2129.0,834,67196
2134.0,773,67300
2133.0,792,67300
2137.0,719,67490
2136.0,2449,67490
2135.0,2590,67490
2138.0,2832,67518
2139.0,1170,67518
2140.0,2754,67518
2146.0,1694,67666
2144.0,974,67666
2145.0,783,67666
2142.0,2678,67666
2141.0,366,67666
2143.0,2660,67666
2147.0,1980,67673
2148.0,2981,67673
2149.0,2824,67673
2150.0,1552,67751
2151.0,2505,67751
2152.0,2050,67774
2155.0,3150,67808
2154.0,3082,67808
2153.0,3067,67808
2156.0,1329,67829
2157.0,1421,67829
2158.0,2155,67829
2159.0,1660,67887
2160.0,133,67887
2161.0,3374,67912
2162.0,3259,67912
2163.0,294,68003
2164.0,473,68055
2165.0,54,68055
2166.0,858,68055
2167.0,350,68055
2168.0,2204,68063
2169.0,2310,68063
2174.0,1160,68082
2173.0,1144,68082
2171.0,2608,68082
2170.0,797,68082
2172.0,1117,68082
2175.0,308,68152
2176.0,919,68152
2177.0,2031,68152
2178.0,23,68152
2179.0,686,68152
2180.0,828,68152
2181.0,729,68197
2182.0,2011,68197
2183.0,542,68197
2184.0,857,68310
2185.0,796,68310
2186.0,532,68310
2187.0,3731,68354
2188.0,1709,68395
2190.0,1145,68418
2189.0,2873,68418
2191.0,2501,68503
2192.0,826,68503
2193.0,3565,68743
2194.0,3499,68743
2195.0,2193,68792
2196.0,461,68811
2197.0,2000,68811
2200.0,899,68817
2198.0,969,68817
2199.0,72,68817
2205.0,3382,68921
2201.0,3213,68921
2202.0,3355,68921
2203.0,3280,68921
2204.0,3105,68921
2208.0,1962,69003
2206.0,2197,69003
2207.0,1689,69003
2209.0,2057,69050
2210.0,1976,69050
2211.0,830,69091
2212.0,450,69091
2213.0,2868,69105
2214.0,1180,69115
2215.0,2157,69115
2216.0,931,69115
2217.0,105,69129
2218.0,2524,69203
2219.0,216,69299
2220.0,139,69299
2221.0,2851,69385
2222.0,116,69387
2223.0,2065,69387
2228.0,2963,69430
2229.0,2782,69430
2227.0,2984,69430
2225.0,3181,69430
2226.0,3089,69430
2224.0,3064,69430
2230.0,3338,69539
2231.0,2460,69582
2232.0,2261,69668
2233.0,435,69671
2234.0,1969,69671
2235.0,2390,69671
2236.0,1266,69766
2237.0,170,69945
2238.0,3649,69956
2239.0,3675,69956
2240.0,3179,69956
2241.0,2599,69956
2242.0,3458,69956
2243.0,3239,69956
2244.0,1087,70129
2248.0,467,70133
2247.0,2488,70133
2245.0,1136,70133
2246.0,1001,70133
2249.0,1487,70182
2250.0,2472,70182
2251.0,1626,70262
2252.0,1475,70354
2253.0,1727,70354
2254.0,245,70354
2255.0,1609,70392
2256.0,1644,70588
2257.0,211,70615
2258.0,1772,70652
2259.0,1989,70652
2260.0,1764,70826
2261.0,2922,70900
2263.0,966,70962
2262.0,410,70962
2264.0,1263,71042
2265.0,1408,71042
2266.0,1410,71042
2267.0,1412,71128
2268.0,1116,71130
2269.0,1502,71130
2270.0,448,71130
2271.0,980,71130
2272.0,174,71130
2273.0,941,71130
2274.0,2420,71130
2275.0,824,71130
2276.0,10,71130
2277.0,2484,71222
2278.0,1016,71526
2280.0,1177,71637
2279.0,275,71637
2281.0,2965,71797
2282.0,2829,71882
2283.0,353,72002
2284.0,2029,72002
2285.0,2977,72172
2286.0,374,72311
2287.0,521,72311
2288.0,742,72593
2289.0,545,72593
2290.0,285,72593
2291.0,335,72593
2292.0,2836,72709
2293.0,3043,72709
2294.0,2837,72709
2295.0,1007,72792
2296.0,2413,72792
2298.0,2729,72997
2301.0,2655,72997
2300.0,1045,72997
2297.0,543,72997
2299.0,1111,72997
2302.0,2117,73019
2303.0,25,73019
2304.0,2603,73023
2305.0,1491,73194
2306.0,1240,73194
2307.0,1435,73194
2308.0,339,73340
2309.0,675,73340
2310.0,1365,73340
2311.0,2352,73503
2312.0,1490,73602
2313.0,708,73602
2314.0,2218,73602
2315.0,2300,73602
2316.0,653,73623
2317.0,1949,73668
2318.0,1683,73737
2319.0,2263,73837
2320.0,1701,73837
2321.0,2073,73837
2322.0,1406,73837
2323.0,1914,73936
2324.0,2140,73936
2325.0,2186,73936
2326.0,644,74064
2327.0,2077,74096
2328.0,2701,74096
2329.0,2962,74096
2330.0,2183,74116
2331.0,1462,74116
2332.0,19,74147
2333.0,316,74423
2335.0,3266,74443
2334.0,3263,74443
2336.0,819,74586
2337.0,749,74642
2338.0,2892,74667
2339.0,231,74668
2340.0,1924,74722
2341.0,3156,74854
2342.0,3120,74854
2343.0,3198,74854
2344.0,3640,74870
2345.0,15,74870
2346.0,3635,74870
2347.0,81,74930
2348.0,2195,75002
2349.0,1864,75002
2350.0,3322,75003
2351.0,852,75026
2352.0,720,75161
2353.0,1971,75180
2354.0,2444,75180
2355.0,424,75180
2356.0,1036,75349
2357.0,570,75349
2358.0,3589,75372
2359.0,2528,75407
2360.0,117,75441
2361.0,513,75445
2362.0,2434,75485
2363.0,1637,75485
2364.0,1377,75485
2366.0,430,75768
2365.0,2850,75768
2367.0,1027,75768
2368.0,2809,75817
2372.0,1040,75965
2371.0,970,75965
2370.0,2858,75965
2369.0,1069,75965
2373.0,2516,76003
2374.0,326,76003
2375.0,1770,76003
2376.0,1157,76008
2377.0,2887,76008
2378.0,75,76049
2379.0,4,76049
2380.0,380,76282
2381.0,1758,76490
2382.0,466,76622
2383.0,2038,76622
2384.0,419,76661
2388.0,552,77005
2387.0,1501,77005
2385.0,512,77005
2386.0,152,77005
2389.0,1846,77026
2390.0,1538,77026
2395.0,2534,77054
2391.0,2270,77054
2392.0,2989,77054
2393.0,1034,77054
2394.0,3005,77054
2396.0,1362,77168
2397.0,1926,77168
2398.0,2205,77168
2399.0,1741,77168
2402.0,2254,77181
2403.0,2546,77181
2400.0,620,77181
2401.0,504,77181
2404.0,1230,77181
2406.0,606,77249
2405.0,1005,77249
2407.0,2427,77296
2408.0,3221,77702
2409.0,3390,77702
2410.0,195,77728
2411.0,2206,77738
2412.0,260,77738
2413.0,679,77766
2415.0,2385,77822
2414.0,2835,77822
2416.0,2646,77928
2417.0,454,77986
2418.0,2703,78145
2419.0,2661,78145
2420.0,2935,78145
2421.0,702,78339
2422.0,843,78547
2423.0,2363,78858
2424.0,1539,79100
2425.0,1714,79100
2426.0,1953,79320
2427.0,3060,79338
2428.0,3073,79338
2429.0,3066,79338
2430.0,503,79372
2431.0,530,79374
2432.0,1248,79542
2433.0,2520,79594
2434.0,95,79722
2435.0,148,79722
2436.0,911,79722
2437.0,706,79722
2438.0,927,79732
2440.0,1537,79840
2439.0,2128,79840
2443.0,1716,79852
2442.0,618,79852
2441.0,2492,79852
2444.0,1054,79885
2445.0,191,79963
2446.0,2247,79968
2447.0,1849,79968
2448.0,1738,79968
2449.0,3182,80152
2450.0,50,80355
2451.0,812,80410
2452.0,1127,80516
2453.0,1912,80611
2454.0,1825,80611
2455.0,1260,80728
2456.0,1793,80728
2459.0,1658,80729
2460.0,313,80729
2457.0,1275,80729
2458.0,1562,80729
2461.0,2248,80977
2462.0,2170,80977
2463.0,1130,81220
2464.0,2286,81247
2465.0,1843,81247
2466.0,1399,81247
2467.0,1596,81247
2468.0,2552,81272
2469.0,2437,81320
2470.0,2578,81320
2471.0,1778,81396
2472.0,860,81396
2473.0,1134,81515
2474.0,2854,81515
2475.0,2160,81579
2476.0,97,81579
2477.0,141,81579
2480.0,3253,81653
2478.0,3357,81653
2479.0,3436,81653
2481.0,555,81682
2482.0,1348,81690
2483.0,1442,81690
2484.0,2028,81732
2485.0,1593,81801
2486.0,928,81811
2487.0,2080,81811
2488.0,876,81847
2489.0,2844,81882
2497.0,731,81886
2495.0,2493,81886
2494.0,2285,81886
2496.0,550,81886
2492.0,1070,81886
2491.0,667,81886
2493.0,2670,81886
2490.0,2423,81886
2498.0,249,82074
2499.0,1923,82074
2500.0,1860,82074
2501.0,2970,82133
2502.0,2998,82133
2503.0,666,82243
2504.0,90,82296
2505.0,345,82296
2506.0,2483,82296
2507.0,1695,82397
2508.0,2256,82397
2509.0,137,82415
2510.0,2752,82723
2511.0,2542,82737
2512.0,1369,82737
2513.0,505,82926
2514.0,377,82926
2515.0,2567,82932
2516.0,631,82941
2517.0,1882,83177
2518.0,739,83310
2519.0,86,83310
2520.0,3,83350
2521.0,2849,83636
2522.0,496,83782
2523.0,2044,83782
2524.0,1084,83809
2525.0,2580,83832
2526.0,2070,83926
2527.0,1748,83926
2528.0,1662,84024
2529.0,502,84024
2530.0,157,84104
2531.0,508,84182
2532.0,2411,84213
2533.0,3058,84329
2534.0,1933,84406
2535.0,1909,84406
2536.0,2271,84406
2537.0,3443,84463
2538.0,3325,84463
2539.0,3453,84463
2547.0,557,84605
2546.0,458,84605
2545.0,2476,84605
2544.0,827,84605
2541.0,948,84605
2542.0,770,84605
2548.0,646,84605
2540.0,2730,84605
2543.0,2613,84605
2550.0,598,84608
2551.0,3003,84608
2549.0,2633,84608
2552.0,1095,84623
2553.0,1142,84623
2554.0,1496,84623
2555.0,1881,84623
2556.0,1836,84623
2558.0,2083,84738
2559.0,264,84738
2557.0,383,84738
2560.0,2901,84892
2561.0,1920,85125
2562.0,2443,85125
2563.0,99,85130
2564.0,1343,85130
2565.0,2138,85130
2570.0,1430,85258
2569.0,2123,85258
2567.0,1382,85258
2566.0,738,85258
2568.0,1792,85258
2571.0,2569,85412
2572.0,2746,85412
2573.0,261,85453
2574.0,2260,85453
2575.0,1826,85459
2576.0,427,85459
2577.0,1889,85694
2578.0,1291,85785
2582.0,1281,85887
2579.0,1624,85887
2580.0,1916,85887
2581.0,185,85887
2585.0,584,85891
2586.0,463,85891
2583.0,1061,85891
2584.0,551,85891
2589.0,897,86114
2587.0,2565,86114
2588.0,1829,86114
2590.0,2446,86202
2591.0,3211,86261
2592.0,967,86273
2593.0,745,86273
2594.0,161,86343
2595.0,3491,86582
2596.0,3469,86582
2597.0,3287,86723
2599.0,425,86761
2598.0,324,86761
2600.0,1068,87041
2601.0,13,87041
2602.0,1325,87095
2603.0,108,87095
2604.0,432,87095
2605.0,1457,87148
2610.0,638,87278
2609.0,694,87278
2606.0,2665,87278
2607.0,2458,87278
2608.0,1056,87278
2611.0,1292,87405
2612.0,1545,87407
2613.0,14,87457
2614.0,444,87457
2615.0,220,87457
2616.0,2196,87796
2617.0,2090,87796
2618.0,2220,87829
2619.0,754,87829
2620.0,2410,87836
2621.0,880,87836
2624.0,3474,88163
2625.0,3456,88163
2623.0,3476,88163
2622.0,3347,88163
2626.0,1217,88175
2627.0,2211,88175
2628.0,2088,88175
2629.0,1973,88294
2630.0,836,88301
2631.0,455,88538
2632.0,2748,88538
2633.0,1080,88549
2634.0,581,88730
2635.0,883,88730
2636.0,633,88730
2637.0,1997,88730
2639.0,2919,88957
2638.0,2042,88957
2640.0,744,88968
2641.0,2648,88968
2642.0,2526,89037
2643.0,1779,89063
2644.0,2273,89063
2645.0,1757,89137
2646.0,3040,89299
2647.0,692,89341
2648.0,2440,89341
2649.0,1992,89524
2650.0,983,89626
2651.0,1851,89633
2652.0,3704,89745
2653.0,3244,89780
2656.0,862,89824
2657.0,1290,89824
2654.0,1386,89824
2655.0,1247,89824
2658.0,2035,89907
2659.0,1828,89928
2660.0,2865,89928
0.0,3789,0
37.0,1199,0
38.0,1200,0
39.0,1201,0
41.0,3788,0
42.0,2775,0
43.0,527,0
44.0,494,0
45.0,493,0
46.0,489,0
47.0,486,0
48.0,78,0
49.0,846,0
50.0,3774,0
51.0,3780,0
52.0,3782,0
53.0,3783,0
54.0,3784,0
68.0,3778,0
67.0,3773,0
66.0,3761,0
65.0,3777,0
64.0,37,0
63.0,3775,0
36.0,1198,0
62.0,3776,0
60.0,3781,0
59.0,3772,0
58.0,3787,0
57.0,3786,0
56.0,3785,0
55.0,3779,0
61.0,30,0
35.0,1197,0
40.0,1202,0
33.0,1195,0
14.0,365,0
13.0,376,0
12.0,378,0
34.0,1196,0
10.0,474,0
9.0,475,0
15.0,3240,0
8.0,476,0
6.0,478,0
5.0,479,0
4.0,480,0
3.0,481,0
2.0,482,0
1.0,483,0
7.0,477,0
16.0,334,0
11.0,445,0
18.0,3457,0
32.0,1194,0
17.0,272,0
30.0,1192,0
29.0,1191,0
28.0,1190,0
27.0,1189,0
26.0,1188,0
31.0,1193,0
24.0,485,0
23.0,3645,0
25.0,488,0
22.0,484,0
21.0,198,0
20.0,219,0
19.0,238,0
69.0,3759,809
71.0,120,1028
70.0,85,1028
72.0,3757,1460
73.0,3769,1553
74.0,3743,2567
75.0,3734,2934
76.0,3754,3170
77.0,3753,3183
78.0,3770,4660
85.0,3651,4710
86.0,3687,4710
84.0,3663,4710
83.0,3642,4710
82.0,3668,4710
81.0,3633,4710
80.0,3673,4710
79.0,3629,4710
87.0,3756,5698
88.0,2639,6294
89.0,3552,6460
90.0,3740,6779
91.0,3550,6888
92.0,3737,6946
93.0,3419,6981
94.0,3758,7233
95.0,199,7418
96.0,3080,7705
97.0,2402,7705
98.0,3008,8025
99.0,3556,8119
100.0,3584,8119
101.0,3722,8375
102.0,3265,8454
103.0,3081,8496
104.0,3674,8823
105.0,3694,8823
106.0,3631,8823
107.0,3667,8823
108.0,3720,8823
109.0,3608,8834
111.0,2359,9355
110.0,2643,9355
112.0,3054,9643
113.0,3718,9822
114.0,3653,10320
115.0,2397,10349
116.0,3638,10353
117.0,3021,10456
118.0,3744,10562
119.0,3752,10796
120.0,3768,10796
125.0,3627,10825
124.0,3713,10825
123.0,3626,10825
122.0,3699,10825
121.0,3636,10825
126.0,1151,10866
127.0,2737,10866
128.0,3736,10981
129.0,3027,11038
130.0,2400,11038
131.0,2879,11038
132.0,2735,11038
134.0,1041,11043
133.0,2875,11043
135.0,3433,11120
136.0,3225,11120
137.0,3708,11146
138.0,3676,11146
139.0,3647,11146
140.0,3709,11517
141.0,3689,11517
143.0,2884,11610
144.0,2806,11610
142.0,2936,11610
145.0,3380,11791
146.0,2774,11791
147.0,3145,11917
148.0,3116,11917
149.0,3022,12169
150.0,3381,12275
152.0,3336,12291
151.0,3219,12291
153.0,3747,12328
154.0,943,12490
155.0,2358,12554
156.0,3083,12556
157.0,3766,12561
158.0,3650,12848
159.0,3669,12848
160.0,3767,12865
162.0,3762,13003
163.0,3750,13003
161.0,3763,13003
164.0,2652,13024
166.0,2699,13089
165.0,2393,13089
167.0,2856,13251
169.0,3576,13287
168.0,2925,13287
170.0,3512,13292
171.0,3482,13292
172.0,3351,13351
173.0,356,13356
174.0,134,13356
177.0,3600,13396
178.0,3575,13396
175.0,3559,13396
176.0,3605,13396
179.0,3696,13552
180.0,2969,13573
181.0,3742,13636
182.0,3755,13636
183.0,3583,13871
184.0,3299,13927
185.0,3279,13927
187.0,382,13977
186.0,2885,13977
188.0,3533,14151
189.0,3527,14260
190.0,2353,14283
191.0,3681,14294
192.0,3632,14294
193.0,3602,14306
194.0,3334,14306
195.0,3690,14341
196.0,3732,14341
197.0,3748,14459
198.0,3765,14459
199.0,3657,14667
200.0,575,14988
201.0,3710,14994
202.0,1862,15137
203.0,1004,15185
204.0,1075,15206
205.0,47,15206
206.0,803,15384
207.0,2553,15384
208.0,3068,15415
209.0,256,15742
210.0,35,15742
211.0,3580,15846
212.0,3714,15854
213.0,3341,15940
214.0,3452,16076
215.0,3376,16120
216.0,3326,16120
217.0,3439,16120
218.0,3256,16133
219.0,3375,16133
220.0,3444,16231
221.0,3252,16231
222.0,3337,16280
223.0,2684,16318
224.0,2876,16318
225.0,3036,16345
226.0,3532,16365
227.0,3481,16365
228.0,3035,16452
229.0,2966,16495
230.0,250,16561
237.0,2956,16589
236.0,2693,16589
235.0,2872,16589
231.0,3039,16589
233.0,2805,16589
232.0,3100,16589
234.0,2556,16589
238.0,257,16623
239.0,2727,16635
240.0,3745,16772
241.0,3749,16772
243.0,3695,16953
242.0,3700,16953
244.0,625,17128
245.0,1152,17128
246.0,3110,17146
247.0,3020,17193
250.0,2738,17205
248.0,2024,17205
249.0,2338,17205
251.0,2808,17205
252.0,3591,17324
256.0,3652,17432
255.0,3721,17432
253.0,3660,17432
254.0,3698,17432
257.0,2722,17458
258.0,163,17458
259.0,2333,17458
260.0,3726,17522
261.0,3595,17587
265.0,3293,17624
264.0,3428,17624
262.0,3442,17624
263.0,3372,17624
266.0,3053,17666
267.0,2398,17686
268.0,3548,17850
272.0,3410,17864
269.0,3315,17864
270.0,3134,17864
271.0,3406,17864
273.0,3137,17872
275.0,3648,17920
274.0,3624,17920
276.0,3141,17965
277.0,3077,17965
278.0,2857,17965
279.0,3693,17973
280.0,3350,18026
281.0,2864,18026
283.0,3432,18033
282.0,3429,18033
286.0,3237,18045
285.0,3398,18045
284.0,3232,18045
287.0,492,18175
288.0,3577,18178
289.0,3691,18187
293.0,1172,18264
292.0,2618,18264
294.0,2406,18264
290.0,2795,18264
291.0,2392,18264
296.0,2344,18532
295.0,2967,18532
297.0,3200,18560
298.0,3717,18615
299.0,2017,18705
300.0,2946,18705
301.0,3746,18748
302.0,3616,18753
303.0,2878,18781
304.0,3310,18844
305.0,227,18853
306.0,1149,18876
307.0,3157,18876
308.0,409,18876
309.0,3011,18876
310.0,3628,18904
311.0,3733,18904
312.0,3055,18913
313.0,3619,18950
314.0,2396,19053
315.0,3480,19058
316.0,2291,19153
317.0,531,19153
318.0,399,19156
319.0,2645,19156
320.0,2764,19156
321.0,3715,19177
325.0,3084,19206
324.0,1105,19206
322.0,2777,19206
323.0,982,19206
326.0,3500,19308
327.0,3479,19308
328.0,3013,19331
329.0,3706,19378
332.0,2624,19531
330.0,2554,19531
331.0,2821,19531
333.0,2994,19531
334.0,2384,19538
335.0,2945,19561
337.0,2631,19798
336.0,602,19798
338.0,3604,19911
339.0,2279,20129
340.0,3630,20165
341.0,3118,20340
342.0,3119,20340
343.0,3159,20340
344.0,3486,20357
345.0,2688,20433
346.0,2407,20433
347.0,2929,20433
348.0,3621,20440
349.0,3622,20440
350.0,3142,20464
353.0,3309,20484
351.0,3224,20484
352.0,3417,20484
354.0,2985,20538
355.0,3012,20538
356.0,3079,20538
357.0,3061,20538
358.0,2948,20538
359.0,3684,20542
360.0,2105,20669
361.0,63,20669
362.0,3147,20699
363.0,3056,20699
365.0,3295,20725
364.0,3218,20725
366.0,3571,20736
367.0,3554,20736
368.0,1051,20746
369.0,3328,20825
370.0,540,20868
371.0,2575,21108
372.0,3771,21241
373.0,585,21264
374.0,979,21269
375.0,2340,21358
376.0,276,21423
378.0,3655,21519
379.0,3702,21519
377.0,3613,21519
380.0,226,21568
381.0,528,21664
